-1 73091
stream uID   dID     length      uB     uBT    dB    dBT
70017 67662	67676	33.833	-1	-1	-1	-1
70018 67655	67662	26.654	-1	-1	-1	-1
70019 67689	67682	29.665	-1	-1	-1	-1
70020 67662	67689	67.489	-1	-1	-1	-1
70021 67697	67695	40.7	-1	-1	-1	-1
70022 67689	67697	42.966	-1	-1	-1	-1
70023 67697	67707	104.431	-1	-1	-1	-1
70024 67872	67861	34.702	-1	-1	-1	-1
70025 67753	67788	174.915	-1	-1	-1	-1
70026 68210	68343	1119.317	-1	-1	-1	-1
70027 68251	68210	881.586	-1	-1	-1	-1
70028 68269	68251	134.876	-1	-1	-1	-1
70029 68276	68269	46.288	-1	-1	-1	-1
70030 68261	68269	39.965	-1	-1	-1	-1
70031 68230	68251	110.327	-1	-1	-1	-1
70032 68107	68210	419.353	-1	-1	-1	-1
70033 68084	68107	554.567	-1	-1	-1	-1
70034 68096	68084	77.496	-1	-1	-1	-1
70035 68086	68084	159.847	-1	-1	-1	-1
70036 67977	68107	752.877	-1	-1	-1	-1
70037 68343	68346	9.148	-1	-1	-1	-1
70038 68851	68930	440.935	-1	-1	-1	-1
70039 68330	68851	3644.026	20732	1	-1	-1
70040 68259	68330	413.229	20717	1	20732	1
70041 68249	68259	51.128	20735	1	20717	1
70042 68240	68249	62.341	-1	-1	20735	1
70043 68238	68240	20.31	20734	1	-1	-1
70044 68195	68238	277.271	-1	-1	20734	1
70045 68229	68240	38.106	20727	1	-1	-1
70046 68221	68229	32.849	31982	2	20727	1
70047 68162	68221	341.781	-1	-1	31982	2
70048 68109	68162	238.104	-1	-1	-1	-1
70049 68091	68162	741.919	-1	-1	-1	-1
70050 68866	68851	3135.821	-1	-1	-1	-1
70051 68761	68866	951.013	20729	1	-1	-1
70052 68760	68761	3.554	31579	2	20729	1
70053 68736	68760	154.768	20743	1	31579	2
70054 68732	68736	73.532	20762	1	20743	1
70055 68695	68732	211.01	20761	1	20762	1
70056 68689	68695	80.182	-1	-1	20761	1
70057 68727	68689	749.407	20722	1	-1	-1
70058 68696	68727	167.416	-1	-1	20722	1
70059 68666	68689	77.618	20733	1	-1	-1
70060 68648	68666	75.438	-1	-1	20733	1
70061 68641	68648	68.097	20726	1	-1	-1
70062 68578	68641	421.405	-1	-1	20726	1
70063 68634	68648	40.175	20760	1	-1	-1
70064 68498	68634	713.655	31933	2	20760	1
70065 68499	68498	20.065	20731	1	31933	2
70066 68503	68499	258.498	31530	2	20731	1
70067 68502	68503	5.097	20806	1	31530	2
70068 68486	68502	175.858	20703	1	20806	1
70069 68476	68486	64.199	20741	1	20703	1
70070 68472	68476	17.924	20841	1	20741	1
70071 68449	68472	210.006	-1	-1	20841	1
70072 68470	68449	190.923	20807	1	-1	-1
70073 68463	68470	200.339	-1	-1	20807	1
70074 68429	68449	178.696	30996	2	-1	-1
70075 68426	68429	35.599	20808	1	30996	2
70076 68378	68426	773.805	-1	-1	20808	1
70077 68477	68378	629.201	-1	-1	-1	-1
70078 68364	68378	214.232	-1	-1	-1	-1
70079 68516	68364	1166.747	-1	-1	-1	-1
70080 68517	68516	27.12	20746	1	-1	-1
70081 68520	68517	3.979	20708	1	20746	1
70082 68518	68520	2.557	20710	1	20708	1
70083 68507	68518	33.998	-1	-1	20710	1
70084 68465	68507	260.197	-1	-1	-1	-1
70085 68605	68465	592.887	20764	1	-1	-1
70086 68642	68605	147.821	31416	2	20764	1
70087 68659	68642	149.717	-1	-1	31416	2
70088 68471	68465	467.126	-1	-1	-1	-1
70089 68474	68471	223.346	20707	1	-1	-1
70090 68469	68474	31.415	20672	1	20707	1
70091 68473	68469	437.825	-1	-1	20672	1
70092 68581	68473	658.215	20823	1	-1	-1
70093 68594	68581	845.417	-1	-1	20823	1
70094 68668	68594	543.488	20684	1	-1	-1
70095 68710	68668	1611.17	-1	-1	20684	1
70096 68521	68594	919.816	20777	1	-1	-1
70097 68561	68521	146.992	-1	-1	20777	1
70098 68419	68473	293.02	20749	1	-1	-1
70099 68370	68419	219.332	-1	-1	20749	1
70100 68471	68465	545.29	-1	-1	-1	-1
70101 68465	68507	246.711	-1	-1	-1	-1
70102 68510	68516	33.954	20747	1	-1	-1
70103 68507	68510	16.24	-1	-1	20747	1
70104 68342	68364	124.557	-1	-1	-1	-1
70105 68331	68342	89.107	-1	-1	-1	-1
70106 68144	68331	1128.815	-1	-1	-1	-1
70107 68120	68144	279.033	20670	1	-1	-1
70108 68128	68120	148.248	-1	-1	20670	1
70109 68152	68144	266.276	20671	1	-1	-1
70110 68154	68152	15.862	30771	2	20671	1
70111 68185	68154	221.493	20817	1	30771	2
70112 68198	68185	204.875	-1	-1	20817	1
70113 68274	68331	434.904	20669	1	-1	-1
70114 68241	68274	312.012	-1	-1	20669	1
70115 68363	68342	312.103	20668	1	-1	-1
70116 68371	68363	46.8	30961	2	20668	1
70117 68465	68371	681.284	-1	-1	30961	2
70118 68993	68866	1203.007	-1	-1	-1	-1
70119 69144	68993	2446.04	20744	1	-1	-1
70120 69180	69144	771.987	20740	1	20744	1
70121 69179	69180	57.149	20745	1	20740	1
70122 69189	69179	1396.054	-1	-1	20745	1
70123 69228	69189	380.829	20692	1	-1	-1
70124 69231	69228	23.35	30572	2	20692	1
70125 69239	69231	165.951	-1	-1	30572	2
70126 69250	69239	136.369	20715	1	-1	-1
70127 69285	69250	542.581	-1	-1	20715	1
70128 69234	69239	249.709	20657	1	-1	-1
70129 69244	69234	217.157	20818	1	20657	1
70130 69256	69244	211.203	20819	1	20818	1
70131 69257	69256	28.195	31368	2	20819	1
70132 69254	69257	136.969	-1	-1	31368	2
70133 69253	69254	1.043	-1	-1	-1	-1
70134 69240	69253	214.082	20820	1	-1	-1
70135 69217	69240	239.922	20776	1	20820	1
70136 69211	69217	136.713	-1	-1	20776	1
70137 69267	69253	212.267	-1	-1	-1	-1
70138 69270	69267	245.969	-1	-1	-1	-1
70139 69282	69270	239.534	-1	-1	-1	-1
70140 69286	69282	690.383	20825	1	-1	-1
70141 69290	69286	167.741	29842	2	20825	1
70142 69305	69290	625.155	20686	1	29842	2
70143 69318	69305	246.845	-1	-1	20686	1
70144 69281	69270	213.639	-1	-1	-1	-1
70145 69282	69281	14.857	-1	-1	-1	-1
70146 69280	69270	215.023	-1	-1	-1	-1
70147 69281	69280	18.094	-1	-1	-1	-1
70148 69280	69270	226.1	-1	-1	-1	-1
70149 69270	69267	556.363	-1	-1	-1	-1
70150 69253	69254	1.043	-1	-1	-1	-1
70151 69176	69189	196.188	20719	1	-1	-1
70152 69154	69176	222.292	30962	2	20719	1
70153 69142	69154	628.977	20742	1	30962	2
70154 69141	69142	38.664	20842	1	20742	1
70155 69132	69141	286.564	20704	1	20842	1
70156 69099	69132	575.246	-1	-1	20704	1
70157 69019	69099	1043.38	-1	-1	-1	-1
70158 69033	69099	1061.441	29841	2	-1	-1
70159 69010	69033	454.211	20629	1	29841	2
70160 68959	69010	792.735	-1	-1	20629	1
70161 68937	68993	585.138	-1	-1	-1	-1
70162 68969	69003	596.392	-1	-1	-1	-1
70163 68968	68969	13.569	-1	-1	-1	-1
70164 68986	68968	205.321	-1	-1	-1	-1
70165 68957	68968	142.379	-1	-1	-1	-1
70166 68973	68957	341.889	-1	-1	-1	-1
70167 68933	68957	431.12	-1	-1	-1	-1
70168 68925	68933	105.137	-1	-1	-1	-1
70169 68903	68933	154.618	15936	1	-1	-1
70170 68899	68903	4.085	32013	2	15936	1
70171 68790	68899	622.563	-1	-1	32013	2
70172 68777	68790	132.14	-1	-1	-1	-1
70173 68755	68777	183.348	-1	-1	-1	-1
70174 68741	68755	103.236	-1	-1	-1	-1
70175 68745	68741	56.122	-1	-1	-1	-1
70176 68683	68745	303.994	-1	-1	-1	-1
70177 68781	68745	266.422	-1	-1	-1	-1
70178 68796	68781	104.878	-1	-1	-1	-1
70179 68774	68781	100.974	-1	-1	-1	-1
70180 68788	68774	101.158	-1	-1	-1	-1
70181 68680	68741	288.715	-1	-1	-1	-1
70182 68603	68680	290.183	-1	-1	-1	-1
70183 68672	68680	57.725	-1	-1	-1	-1
70184 68683	68672	40.436	-1	-1	-1	-1
70185 68667	68672	30.372	-1	-1	-1	-1
70186 68673	68667	79.542	-1	-1	-1	-1
70187 68716	68673	268.919	-1	-1	-1	-1
70188 68771	68716	635.363	-1	-1	-1	-1
70189 68775	68771	14.856	-1	-1	-1	-1
70190 68794	68775	134.325	-1	-1	-1	-1
70191 68784	68775	65.746	-1	-1	-1	-1
70192 68734	68716	108.002	-1	-1	-1	-1
70193 68772	68734	367.104	-1	-1	-1	-1
70194 68774	68734	341.686	-1	-1	-1	-1
70195 68665	68667	257.432	-1	-1	-1	-1
70196 68629	68665	176.717	-1	-1	-1	-1
70197 68625	68629	135.812	-1	-1	-1	-1
70198 68658	68625	202.231	-1	-1	-1	-1
70199 68684	68658	131.61	-1	-1	-1	-1
70200 68718	68684	197.295	-1	-1	-1	-1
70201 68660	68718	253.686	-1	-1	-1	-1
70202 68692	68660	268.901	-1	-1	-1	-1
70203 68595	68660	367.48	-1	-1	-1	-1
70204 68462	68595	709.413	-1	-1	-1	-1
70205 68602	68595	51.779	-1	-1	-1	-1
70206 68599	68602	166.072	-1	-1	-1	-1
70207 68616	68599	321.136	-1	-1	-1	-1
70208 68583	68599	88.987	-1	-1	-1	-1
70209 68512	68602	403.49	-1	-1	-1	-1
70210 68771	68718	333.823	-1	-1	-1	-1
70211 68640	68684	154.522	-1	-1	-1	-1
70212 68609	68640	158.288	-1	-1	-1	-1
70213 68598	68658	305.948	-1	-1	-1	-1
70214 68570	68625	343.642	-1	-1	-1	-1
70215 68572	68570	95.591	-1	-1	-1	-1
70216 68640	68570	356.616	-1	-1	-1	-1
70217 68555	68629	358.671	-1	-1	-1	-1
70218 68554	68555	50.896	-1	-1	-1	-1
70219 68569	68554	323.326	-1	-1	-1	-1
70220 68536	68554	75.769	-1	-1	-1	-1
70221 68515	68536	236.083	-1	-1	-1	-1
70222 68490	68536	301.041	-1	-1	-1	-1
70223 68535	68555	250.251	-1	-1	-1	-1
70224 68464	68535	619.015	-1	-1	-1	-1
70225 68202	68535	3575.352	-1	-1	-1	-1
70226 68293	68202	573.913	-1	-1	-1	-1
70227 68295	68293	11.581	-1	-1	-1	-1
70228 68329	68293	289.507	-1	-1	-1	-1
70229 68066	68202	1436.856	15954	1	-1	-1
70230 68077	68066	1076.917	-1	-1	15954	1
70231 68018	68077	405.139	15964	1	-1	-1
70232 68027	68018	231.065	-1	-1	15964	1
70233 67832	68027	877.204	-1	-1	-1	-1
70234 67781	67832	564.07	15957	1	-1	-1
70235 67713	67781	212.075	-1	-1	15957	1
70236 67725	67832	434.661	-1	-1	-1	-1
70237 68013	68027	158.598	-1	-1	-1	-1
70238 67993	68013	413.551	9950	1	-1	-1
70239 67980	67993	114.717	-1	-1	9950	1
70240 67964	67980	71.695	31326	2	-1	-1
70241 67963	67964	4.214	9939	1	31326	2
70242 67778	67963	1143.989	-1	-1	9939	1
70243 67755	67778	316.516	31463	2	-1	-1
70244 67601	67755	780.726	9881	1	31463	2
70245 67598	67601	8.297	-1	-1	9881	1
70246 67583	67598	77.269	-1	-1	-1	-1
70247 67583	67598	134.922	-1	-1	-1	-1
70248 67769	67778	19.263	9880	1	-1	-1
70249 67761	67769	25.404	9915	1	9880	1
70250 67766	67761	235.407	-1	-1	9915	1
70251 67742	67766	143.482	-1	-1	-1	-1
70252 67734	67742	56.59	-1	-1	-1	-1
70253 67740	67734	22.371	-1	-1	-1	-1
70254 67709	67740	130.064	-1	-1	-1	-1
70255 67702	67709	46.97	-1	-1	-1	-1
70256 67636	67702	175.072	9882	1	-1	-1
70257 67524	67636	518.766	-1	-1	9882	1
70258 67702	67709	43.342	-1	-1	-1	-1
70259 67744	67742	41.684	-1	-1	-1	-1
70260 67750	67744	26.06	-1	-1	-1	-1
70261 67740	67750	66.942	-1	-1	-1	-1
70262 67734	67744	9.564	-1	-1	-1	-1
70263 67740	67744	22.438	-1	-1	-1	-1
70264 67750	67766	174.221	-1	-1	-1	-1
70265 67998	68013	390.506	9947	1	-1	-1
70266 67997	67998	12.171	9948	1	9947	1
70267 67980	67997	118.706	-1	-1	9948	1
70268 68159	68077	1130.062	-1	-1	-1	-1
70269 68103	68159	255.39	15991	1	-1	-1
70270 68097	68103	25.967	-1	-1	15991	1
70271 68157	68159	10.062	-1	-1	-1	-1
70272 68080	68157	408.228	9920	1	-1	-1
70273 68078	68080	22.335	31024	2	9920	1
70274 68021	68078	450.978	-1	-1	31024	2
70275 68011	68021	64.716	-1	-1	-1	-1
70276 67980	68011	243.083	-1	-1	-1	-1
70277 68011	68021	65.708	-1	-1	-1	-1
70278 68151	68157	296.373	-1	-1	-1	-1
70279 68673	68665	64.43	-1	-1	-1	-1
70280 68755	68777	257.731	-1	-1	-1	-1
70281 68762	68790	224.879	-1	-1	-1	-1
70282 68664	68762	638.931	-1	-1	-1	-1
70283 68708	68762	447.584	-1	-1	-1	-1
70284 68573	68708	570.11	-1	-1	-1	-1
70285 68553	68708	724.642	-1	-1	-1	-1
70286 68366	68553	1012.865	-1	-1	-1	-1
70287 68526	68553	211.192	-1	-1	-1	-1
70288 68484	68526	410.536	-1	-1	-1	-1
70289 68442	68484	244.754	-1	-1	-1	-1
70290 68450	68442	228.891	-1	-1	-1	-1
70291 68439	68450	197	-1	-1	-1	-1
70292 68453	68450	28.676	-1	-1	-1	-1
70293 68361	68442	435.89	-1	-1	-1	-1
70294 68455	68484	600.399	15953	1	-1	-1
70295 68454	68455	1.298	-1	-1	15953	1
70296 68543	68526	616.895	-1	-1	-1	-1
70297 68949	68969	105.829	-1	-1	-1	-1
70298 69006	69009	37.737	-1	-1	-1	-1
70299 68894	69006	887.273	-1	-1	-1	-1
70300 68858	68894	261.658	-1	-1	-1	-1
70301 68883	68894	57.653	-1	-1	-1	-1
70302 68967	69006	388.227	-1	-1	-1	-1
70303 69040	69017	355.253	-1	-1	-1	-1
70304 69133	69040	1427.287	-1	-1	-1	-1
70305 69146	69133	371.808	10618	1	-1	-1
70306 69162	69146	201.341	10628	1	10618	1
70307 69193	69162	315.829	-1	-1	10628	1
70308 69138	69133	453.442	-1	-1	-1	-1
70309 69116	69040	1989.106	-1	-1	-1	-1
70310 69183	69027	5462.024	6428	1	-1	-1
70311 69147	69183	849.175	-1	-1	6428	1
70312 69151	69147	495.068	-1	-1	-1	-1
70313 69161	69151	167.613	-1	-1	-1	-1
70314 69155	69161	721.182	-1	-1	-1	-1
70315 69156	69155	2.343	-1	-1	-1	-1
70316 69187	69155	371.125	6412	1	-1	-1
70317 69218	69187	693.436	31532	2	6412	1
70318 69220	69218	232.16	-1	-1	31532	2
70319 69238	69220	263.998	-1	-1	-1	-1
70320 69203	69220	468.908	20837	1	-1	-1
70321 69169	69203	555.302	20836	1	20837	1
70322 69134	69169	778.007	-1	-1	20836	1
70323 69302	69161	1865.823	-1	-1	-1	-1
70324 69339	69302	763.896	6413	1	-1	-1
70325 69331	69339	199.867	-1	-1	6413	1
70326 69344	69331	221.412	-1	-1	-1	-1
70327 69365	69344	345.578	-1	-1	-1	-1
70328 69386	69365	400.356	-1	-1	-1	-1
70329 69363	69365	43.732	-1	-1	-1	-1
70330 69327	69363	438.5	-1	-1	-1	-1
70331 69316	69363	469.557	6418	1	-1	-1
70332 69299	69316	328.445	-1	-1	6418	1
70333 69370	69344	228.398	-1	-1	-1	-1
70334 69324	69331	183.009	-1	-1	-1	-1
70335 69320	69302	381.359	-1	-1	-1	-1
70336 69109	69151	1006.674	20718	1	-1	-1
70337 69105	69109	218.686	-1	-1	20718	1
70338 69100	69105	217.217	-1	-1	-1	-1
70339 69096	69100	155.23	-1	-1	-1	-1
70340 69104	69096	158.382	-1	-1	-1	-1
70341 69092	69096	150.991	-1	-1	-1	-1
70342 69101	69092	265.808	-1	-1	-1	-1
70343 69122	69101	874.829	20641	1	-1	-1
70344 69124	69122	50.006	-1	-1	20641	1
70345 69125	69124	17.463	26115	1	-1	-1
70346 69127	69125	66.262	20839	1	26115	1
70347 69129	69127	17.594	20840	1	20839	1
70348 69117	69129	2636.764	-1	-1	20840	1
70349 69118	69117	3.657	-1	-1	-1	-1
70350 69119	69118	5.062	-1	-1	-1	-1
70351 69139	69119	549.292	-1	-1	-1	-1
70352 69191	69139	553.627	-1	-1	-1	-1
70353 69197	69191	123.537	-1	-1	-1	-1
70354 69221	69197	221.14	20773	1	-1	-1
70355 69229	69221	75.26	20782	1	20773	1
70356 69288	69229	894.233	20631	1	20782	1
70357 69291	69288	206.255	-1	-1	20631	1
70358 69303	69291	306.417	-1	-1	-1	-1
70359 69319	69303	471.775	-1	-1	-1	-1
70360 69328	69319	334.051	-1	-1	-1	-1
70361 69338	69328	132.546	20696	1	-1	-1
70362 69340	69338	52.235	-1	-1	20696	1
70363 69336	69328	102.855	20695	1	-1	-1
70364 69340	69336	44.769	-1	-1	20695	1
70365 69332	69328	62.356	20697	1	-1	-1
70366 69337	69332	87.532	-1	-1	20697	1
70367 69349	69337	732.407	20705	1	-1	-1
70368 69359	69349	80.481	20723	1	20705	1
70369 69364	69359	37.131	-1	-1	20723	1
70370 69367	69364	27.034	-1	-1	-1	-1
70371 69371	69367	31.118	-1	-1	-1	-1
70372 69374	69371	26.504	-1	-1	-1	-1
70373 69378	69374	29.02	-1	-1	-1	-1
70374 69375	69378	24.435	-1	-1	-1	-1
70375 69377	69375	51.953	20699	1	-1	-1
70376 69381	69377	246.919	-1	-1	20699	1
70377 69384	69381	158.962	20700	1	-1	-1
70378 69388	69384	304.318	-1	-1	20700	1
70379 69385	69388	855.103	-1	-1	-1	-1
70380 69380	69388	133.612	20830	1	-1	-1
70381 69360	69380	273.668	-1	-1	20830	1
70382 69352	69360	107.188	-1	-1	-1	-1
70383 69356	69360	260.758	20829	1	-1	-1
70384 69355	69356	37.137	-1	-1	20829	1
70385 69348	69355	68.372	-1	-1	-1	-1
70386 69342	69348	77.103	-1	-1	-1	-1
70387 69343	69342	57.902	-1	-1	-1	-1
70388 69353	69343	76.772	-1	-1	-1	-1
70389 69354	69355	12.013	-1	-1	-1	-1
70390 69345	69354	63.956	-1	-1	-1	-1
70391 69348	69345	36.032	-1	-1	-1	-1
70392 69342	69345	29.862	-1	-1	-1	-1
70393 69343	69345	46.211	-1	-1	-1	-1
70394 69361	69354	57.738	-1	-1	-1	-1
70395 69353	69361	74.76	-1	-1	-1	-1
70396 69351	69354	44.272	-1	-1	-1	-1
70397 69343	69351	63.206	-1	-1	-1	-1
70398 69353	69351	7.801	-1	-1	-1	-1
70399 69361	69355	85.437	-1	-1	-1	-1
70400 69383	69381	116.745	-1	-1	-1	-1
70401 69372	69374	35.175	-1	-1	-1	-1
70402 69375	69372	26.663	-1	-1	-1	-1
70403 69376	69374	33.758	-1	-1	-1	-1
70404 69378	69376	59.789	-1	-1	-1	-1
70405 69368	69371	38.694	-1	-1	-1	-1
70406 69372	69368	26.721	-1	-1	-1	-1
70407 69373	69371	31.985	-1	-1	-1	-1
70408 69376	69373	24.888	-1	-1	-1	-1
70409 69366	69367	24.399	-1	-1	-1	-1
70410 69368	69366	34.23	-1	-1	-1	-1
70411 69369	69367	31.163	-1	-1	-1	-1
70412 69373	69369	36.394	-1	-1	-1	-1
70413 69369	69364	50.587	-1	-1	-1	-1
70414 69366	69364	44.071	-1	-1	-1	-1
70415 69340	69337	15.383	-1	-1	-1	-1
70416 69333	69319	153.466	-1	-1	-1	-1
70417 69334	69333	16.5	-1	-1	-1	-1
70418 69335	69334	26.196	-1	-1	-1	-1
70419 69346	69335	120.859	-1	-1	-1	-1
70420 69341	69335	157.128	-1	-1	-1	-1
70421 69350	69334	148.568	-1	-1	-1	-1
70422 69358	69350	92.877	20644	1	-1	-1
70423 69362	69358	25.852	-1	-1	20644	1
70424 69357	69350	56.088	20645	1	-1	-1
70425 69379	69357	379.31	20628	1	20645	1
70426 69389	69379	441.564	-1	-1	20628	1
70427 69322	69333	740.6	20716	1	-1	-1
70428 69312	69322	660.11	-1	-1	20716	1
70429 69295	69312	251.007	20630	1	-1	-1
70430 69289	69295	71.59	-1	-1	20630	1
70431 69283	69289	137.446	-1	-1	-1	-1
70432 69283	69289	110.524	-1	-1	-1	-1
70433 69321	69312	194.896	20795	1	-1	-1
70434 69323	69321	49.954	20798	1	20795	1
70435 69325	69323	30.321	20796	1	20798	1
70436 69326	69325	2.753	20658	1	20796	1
70437 69329	69326	154.153	20797	1	20658	1
70438 69330	69329	88.139	-1	-1	20797	1
70439 69303	69291	305.814	-1	-1	-1	-1
70440 69191	69139	594.34	-1	-1	-1	-1
70441 69174	69139	673.086	25976	1	-1	-1
70442 69177	69174	43.681	-1	-1	25976	1
70443 69182	69177	89.045	-1	-1	-1	-1
70444 69190	69182	124.386	30915	2	-1	-1
70445 69212	69190	379.369	-1	-1	30915	2
70446 69207	69212	64.43	-1	-1	-1	-1
70447 69214	69207	134.716	-1	-1	-1	-1
70448 69215	69214	1185.227	-1	-1	-1	-1
70449 69209	69215	47.834	-1	-1	-1	-1
70450 69204	69209	169.351	20801	1	-1	-1
70451 69188	69204	251.526	-1	-1	20801	1
70452 69199	69209	98.709	-1	-1	-1	-1
70453 69195	69199	63.889	20802	1	-1	-1
70454 69188	69195	301.873	-1	-1	20802	1
70455 69185	69199	137.975	20800	1	-1	-1
70456 69184	69185	3.77	-1	-1	20800	1
70457 69188	69184	371.769	-1	-1	-1	-1
70458 69188	69184	371.659	-1	-1	-1	-1
70459 69252	69215	423.796	20799	1	-1	-1
70460 69260	69252	91.935	-1	-1	20799	1
70461 69242	69214	313.525	-1	-1	-1	-1
70462 69168	69207	495.36	20678	1	-1	-1
70463 69167	69168	1.862	20784	1	20678	1
70464 69158	69167	200.056	-1	-1	20784	1
70465 69246	69212	330.389	20706	1	-1	-1
70466 69261	69246	631.664	-1	-1	20706	1
70467 69182	69177	76.685	-1	-1	-1	-1
70468 69182	69177	77.038	-1	-1	-1	-1
70469 69197	69139	593.021	-1	-1	-1	-1
70470 69197	69139	702.441	-1	-1	-1	-1
70471 69139	69119	567.479	-1	-1	-1	-1
70472 69139	69118	553.956	-1	-1	-1	-1
70473 69115	69117	1.414	-1	-1	-1	-1
70474 69119	69115	9.948	-1	-1	-1	-1
70475 69118	69115	3.316	-1	-1	-1	-1
70476 69114	69117	2.24	29856	2	-1	-1
70477 69115	69114	1.791	-1	-1	29856	2
70478 69123	69124	1.05	26114	1	-1	-1
70479 69121	69123	120.943	-1	-1	26114	1
70480 69094	69101	210.163	-1	-1	-1	-1
70481 69074	69092	176.028	26097	1	-1	-1
70482 69071	69074	24.986	26076	1	26097	1
70483 69056	69071	120.198	26078	1	26076	1
70484 69045	69056	96.658	-1	-1	26078	1
70485 69100	69105	203.525	-1	-1	-1	-1
70486 69070	69038	1784.449	24969	1	-1	-1
70487 69047	69070	786.914	24967	1	24969	1
70488 69037	69047	230.255	-1	-1	24967	1
70489 69006	69039	532.307	-1	-1	-1	-1
70490 69049	69048	22.622	-1	-1	-1	-1
70491 69208	69055	3645.933	31992	2	-1	-1
70492 69210	69208	32.294	-1	-1	31992	2
70493 68994	69068	1014.211	-1	-1	-1	-1
70494 68990	68994	82.023	-1	-1	-1	-1
70495 68988	68990	16.432	-1	-1	-1	-1
70496 69002	68990	154.615	-1	-1	-1	-1
70497 69014	69002	312.04	11556	1	-1	-1
70498 69018	69014	284.239	-1	-1	11556	1
70499 68995	69018	447.35	-1	-1	-1	-1
70500 68999	68995	43.038	11589	1	-1	-1
70501 69057	68999	1910.002	-1	-1	11589	1
70502 68983	68995	155.166	11588	1	-1	-1
70503 68982	68983	20.45	11597	1	11588	1
70504 68981	68982	1.617	11587	1	11597	1
70505 68975	68981	120.293	11598	1	11587	1
70506 68934	68975	278.328	-1	-1	11598	1
70507 69030	69018	306.841	11561	1	-1	-1
70508 69031	69030	19.516	11599	1	11561	1
70509 69058	69031	1059.359	-1	-1	11599	1
70510 69001	69002	3.288	-1	-1	-1	-1
70511 68991	68994	22.448	-1	-1	-1	-1
70512 69007	69072	2241.232	-1	-1	-1	-1
70513 69111	69007	3524.396	-1	-1	-1	-1
70514 68938	69007	862.834	-1	-1	-1	-1
70515 69021	68938	2166.078	27157	1	-1	-1
70516 69025	69021	187.28	-1	-1	27157	1
70517 68793	68938	1533.701	-1	-1	-1	-1
70518 68898	68793	1027.87	27188	1	-1	-1
70519 68904	68898	19.434	27189	1	27188	1
70520 68909	68904	34.336	27194	1	27189	1
70521 68945	68909	367.923	27158	1	27194	1
70522 68979	68945	407.876	-1	-1	27158	1
70523 68773	68793	644.639	-1	-1	-1	-1
70524 68768	68773	528.563	-1	-1	-1	-1
70525 68742	68768	280.04	-1	-1	-1	-1
70526 68728	68742	105.962	-1	-1	-1	-1
70527 68703	68728	236.112	27159	1	-1	-1
70528 68702	68703	33.419	-1	-1	27159	1
70529 68711	68702	36.407	31759	2	-1	-1
70530 68726	68711	719.837	27156	1	31759	2
70531 68685	68726	797.705	31741	2	27156	1
70532 68575	68685	1050.089	27198	1	31741	2
70533 68560	68575	39.701	31737	2	27198	1
70534 68531	68560	113.885	-1	-1	31737	2
70535 68511	68531	155.887	27155	1	-1	-1
70536 68524	68511	1186.978	-1	-1	27155	1
70537 68491	68531	208.391	31715	2	-1	-1
70538 68444	68491	260.997	-1	-1	31715	2
70539 68421	68444	160.969	27154	1	-1	-1
70540 68303	68421	1639.899	-1	-1	27154	1
70541 68312	68444	836.728	31735	2	-1	-1
70542 68281	68312	174.651	-1	-1	31735	2
70543 68132	68281	656.652	-1	-1	-1	-1
70544 68105	68132	160.531	-1	-1	-1	-1
70545 68008	68132	757.584	8391	1	-1	-1
70546 68005	68008	46.713	-1	-1	8391	1
70547 67943	68005	316.651	-1	-1	-1	-1
70548 68015	68005	680.272	-1	-1	-1	-1
70549 68218	68281	284.667	27185	1	-1	-1
70550 68175	68218	433.269	27199	1	27185	1
70551 68165	68175	85.156	-1	-1	27199	1
70552 68677	68702	112.944	27195	1	-1	-1
70553 68676	68677	2.522	27153	1	27195	1
70554 68614	68676	218.028	-1	-1	27153	1
70555 68737	68768	207.538	-1	-1	-1	-1
70556 68744	68737	61.802	-1	-1	-1	-1
70557 68742	68744	54.366	-1	-1	-1	-1
70558 68735	68744	42.064	-1	-1	-1	-1
70559 68728	68735	130.581	-1	-1	-1	-1
70560 68735	68737	47.742	-1	-1	-1	-1
70561 68655	68773	576.024	31743	2	-1	-1
70562 68593	68655	333.614	8368	1	31743	2
70563 68576	68593	98.077	-1	-1	8368	1
70564 68533	68576	175.964	-1	-1	-1	-1
70565 68466	68533	498.055	31742	2	-1	-1
70566 68408	68466	449.827	27186	1	31742	2
70567 68402	68408	50.828	31740	2	27186	1
70568 68327	68402	413.507	31732	2	31740	2
70569 68320	68327	32.173	-1	-1	31732	2
70570 68297	68320	247.698	8377	1	-1	-1
70571 68204	68297	655.19	-1	-1	8377	1
70572 68247	68320	454.054	31731	2	-1	-1
70573 68217	68247	118.564	-1	-1	31731	2
70574 68137	68217	397.459	8376	1	-1	-1
70575 68045	68137	699.566	8373	1	8376	1
70576 68002	68045	374.715	-1	-1	8373	1
70577 67994	68002	60.656	8375	1	-1	-1
70578 67960	67994	160.73	8378	1	8375	1
70579 67874	67960	754.994	-1	-1	8378	1
70580 67996	68002	24.195	-1	-1	-1	-1
70581 67985	67996	53.89	8372	1	-1	-1
70582 67965	67985	107.48	-1	-1	8372	1
70583 67957	67965	41.622	8379	1	-1	-1
70584 67604	67957	1407.762	-1	-1	8379	1
70585 67973	67996	90.939	8374	1	-1	-1
70586 67965	67973	108.647	-1	-1	8374	1
70587 68115	68217	1100.27	-1	-1	-1	-1
