12145 12618	12584	304.268	-1	-1	11528	1
5087 14105	13988	413.033	-1	-1	-1	-1
10340 14070	13988	492.283	-1	-1	-1	-1
12992 14109	13984	464.506	-1	-1	-1	-1
15811 14007	13984	84.393	1469	1	-1	-1
4667 14023	13985	537.115	28349	1	-1	-1
4669 14065	13985	357.679	-1	-1	-1	-1
11136 14039	13986	477.51	-1	-1	5493	1
12190 13916	13987	759.849	19186	1	-1	-1
12795 14116	13987	1003.861	2599	1	-1	-1
18464 14131	13980	655.053	-1	-1	-1	-1
18465 14137	13980	643.998	14889	1	-1	-1
11122 13997	13981	50.525	2437	1	5520	1
10769 14020	13983	203.989	11784	1	11766	1
15956 11772	11769	13.98	30576	2	12036	1
10443 13681	13678	21.648	15277	1	15390	1
11814 13731	13679	170.898	14838	1	-1	-1
11816 13700	13679	161.507	14858	1	-1	-1
12676 13668	13672	127.762	-1	-1	-1	-1
12677 13632	13672	367.622	-1	-1	-1	-1
4665 13961	13673	1648.631	28354	1	-1	-1
4708 13661	13673	56.67	-1	-1	-1	-1
11791 13760	13670	1249.691	-1	-1	17451	1
11795 13693	13676	109.786	-1	-1	14839	1
12173 13711	13677	360.7	-1	-1	-1	-1
12940 13527	13677	1716.227	-1	-1	-1	-1
12849 13510	13674	846.455	19174	1	11493	1
7334 15964	16003	574.098	26653	1	26655	1
6995 16300	16001	1988.068	-1	-1	-1	-1
7478 15990	16001	123.547	-1	-1	-1	-1
5348 16015	16006	554.281	-1	-1	-1	-1
5349 16070	16006	367.701	-1	-1	-1	-1
7589 15999	16004	42.257	-1	-1	18078	1
13050 16042	16005	281.835	54	1	-1	-1
15692 16032	16005	228.501	26628	1	-1	-1
17150 5907	5865	895.518	-1	-1	-1	-1
17169 5841	5865	192.249	17245	1	-1	-1
21716 5855	5867	80.283	6150	1	-1	-1
21721 5859	5867	34.06	6152	1	-1	-1
20616 5757	5866	1155.918	-1	-1	-1	-1
20821 5858	5866	37.526	8816	1	-1	-1
20830 5845	5863	792.437	8829	1	8856	1
9838 17249	17359	1304.661	-1	-1	-1	-1
9848 17362	17359	6.24	-1	-1	-1	-1
9837 17359	17358	4.364	-1	-1	6868	1
7818 17364	17355	46.858	-1	-1	6983	1
10032 17361	17357	12.611	25685	1	-1	-1
10084 17334	17357	358.625	25696	1	-1	-1
5459 17380	17356	752.197	12677	1	25949	1
15544 17447	17351	1053.765	-1	-1	18079	1
5457 17369	17350	230.879	25907	1	-1	-1
5465 17317	17350	381.777	25885	1	-1	-1
9833 17381	17353	190.42	7000	1	-1	-1
9836 17358	17353	303.409	6868	1	-1	-1
15499 17171	17352	1467.602	-1	-1	-1	-1
15500 17387	17352	788.964	-1	-1	-1	-1
9546 19794	19583	1488.397	-1	-1	30570	2
9545 19583	19580	28.826	30570	2	26200	1
9561 19566	19581	98.969	-1	-1	26183	1
5703 20898	20868	129.11	744	1	-1	-1
5706 20832	20868	116.104	-1	-1	-1	-1
6504 20765	20865	292.133	-1	-1	-1	-1
6505 20944	20865	528.642	-1	-1	-1	-1
8101 20914	20864	289.892	17877	1	-1	-1
8103 20881	20864	890.204	17930	1	-1	-1
8268 20915	20867	762.478	-1	-1	-1	-1
8269 20880	20867	303.426	-1	-1	-1	-1
8342 20852	20860	615.61	-1	-1	7198	1
8265 20857	20863	83.218	26928	1	26916	1
8282 20875	20862	183.578	-1	-1	26871	1
7339 16108	16114	107.573	18120	1	18055	1
21011 5955	5936	811.885	8234	1	8228	1
21764 5899	5935	369.107	31056	2	6134	1
15697 16146	16110	310.578	-1	-1	-1	-1
15702 16117	16110	423.234	-1	-1	-1	-1
7606 16118	16111	596.106	-1	-1	18049	1
16598 7915	7944	187.16	-1	-1	-1	-1
16619 7832	7944	1752.673	-1	-1	-1	-1
16781 7952	7945	650.522	-1	-1	13142	1
17870 7880	7946	794.646	-1	-1	4493	1
4529 7830	7940	1441.932	-1	-1	22997	1
19978 9186	9194	264.582	-1	-1	27438	1
16868 8012	7943	509.374	-1	-1	-1	-1
16869 7980	7943	561.895	-1	-1	-1	-1
19914 9200	9199	4.413	114	1	112	1
19913 9199	9198	19.958	112	1	27475	1
21811 7884	7948	374.575	-1	-1	29959	2
19224 7910	7949	1471.932	-1	-1	28489	1
5368 16957	16918	531.778	-1	-1	-1	-1
5369 16903	16918	133.332	31938	2	-1	-1
13117 16966	16914	287.897	-1	-1	29778	2
13128 16980	16915	609.319	19509	1	-1	-1
13130 16886	16915	767.444	19510	1	-1	-1
5406 16950	16916	1128.624	25891	1	-1	-1
5416 16832	16916	521.636	25890	1	-1	-1
5367 16918	16917	320.834	-1	-1	31939	2
5401 16890	16910	215.919	-1	-1	25939	1
5366 16917	16912	53.862	31939	2	19834	1
6882 16929	16913	135.193	-1	-1	395	1
11933 12201	12204	220.683	-1	-1	-1	-1
18157 12294	12204	865.514	17404	1	-1	-1
4889 12203	12205	19.866	23623	1	23701	1
10864 12244	12206	951.723	12225	1	12239	1
4888 12205	12207	37.932	23701	1	23671	1
11934 12248	12201	541.281	1643	1	-1	-1
11938 12191	12201	472.264	1730	1	-1	-1
4890 12151	12203	333.144	23676	1	23623	1
22776 10374	10518	656.688	-1	-1	29952	2
16168 10439	10519	304.193	-1	-1	8577	1
19585 10525	10512	191.836	-1	-1	-1	-1
19592 10419	10512	1492.844	13640	1	-1	-1
19617 10505	10510	98.487	13670	1	13629	1
22816 10447	10511	272.491	3809	1	3810	1
16050 10538	10516	587.843	-1	-1	-1	-1
16051 10590	10516	674.865	-1	-1	-1	-1
11309 10602	10517	893.973	-1	-1	-1	-1
18542 10482	10517	290.752	718	1	-1	-1
19380 10513	10514	87.579	-1	-1	13710	1
11357 10732	10515	1531.877	-1	-1	-1	-1
11358 10524	10515	679.465	-1	-1	-1	-1
18860 9002	8866	754.099	23031	1	22999	1
18053 8876	8867	60.531	-1	-1	-1	-1
18058 8778	8867	809.953	-1	-1	-1	-1
18659 8745	8864	464.305	18881	1	18856	1
19137 8873	8865	73.15	28481	1	-1	-1
19142 8829	8865	210.225	28454	1	-1	-1
18670 8782	8860	496.628	-1	-1	18858	1
14281 21514	21404	344.637	-1	-1	-1	-1
14282 21530	21404	442.944	-1	-1	-1	-1
13992 21365	21405	194.917	-1	-1	28668	1
14284 21441	21407	163.689	-1	-1	-1	-1
14287 21410	21407	272.772	-1	-1	-1	-1
14863 21289	21401	317.155	-1	-1	24869	1
18651 9018	8869	1678.746	-1	-1	-1	-1
18652 8841	8869	173.067	18855	1	-1	-1
9253 24660	24577	294.101	23424	1	-1	-1
9256 24630	24577	174.532	23501	1	-1	-1
13826 24607	24576	268.519	28709	1	28683	1
14618 24628	24575	192.37	-1	-1	11267	1
19399 11645	11641	4.305	-1	-1	22973	1
8620 23735	23717	95.998	-1	-1	30668	2
8619 23717	23715	16.231	30668	2	19469	1
5957 23686	23712	232.577	-1	-1	21738	1
8825 23771	23711	292.655	-1	-1	23491	1
22986 10075	9942	746.516	-1	-1	-1	-1
22991 9907	9942	1152.307	-1	-1	-1	-1
22994 9981	9943	206.483	-1	-1	-1	-1
22995 9938	9943	290.985	-1	-1	-1	-1
22993 9943	9940	28.296	-1	-1	-1	-1
22998 9975	9940	129.535	-1	-1	-1	-1
16204 9945	9941	96.742	31135	2	-1	-1
16214 9832	9941	639.473	8547	1	-1	-1
16078 10020	9946	459.015	-1	-1	-1	-1
16091 9826	9946	1128.631	-1	-1	-1	-1
22979 9850	9947	828.819	-1	-1	-1	-1
23171 10090	9947	1659.734	-1	-1	-1	-1
19879 9962	9944	362.399	13649	1	30852	2
16205 9976	9945	248.532	-1	-1	31135	2
16241 9950	9948	63.78	22528	1	22487	1
19800 9951	9949	85.26	-1	-1	27013	1
9063 25655	25711	408.808	30130	2	19957	1
6143 25729	25718	57.245	-1	-1	21786	1
6060 25642	25719	608.726	21784	1	-1	-1
6062 25962	25719	1163.988	-1	-1	-1	-1
13525 21844	21875	101.351	-1	-1	-1	-1
13528 21897	21875	224.733	-1	-1	-1	-1
8370 21842	21877	152.957	7238	1	3453	1
5788 22046	21871	586.217	-1	-1	19484	1
13295 21864	21870	18.794	-1	-1	-1	-1
14407 21967	21870	350.75	28672	1	-1	-1
13637 21790	21872	625.647	-1	-1	-1	-1
13642 21924	21872	153.706	-1	-1	-1	-1
8189 21884	21879	102.926	18633	1	18707	1
8079 21887	21878	46.83	17872	1	-1	-1
8081 21911	21878	88.773	-1	-1	-1	-1
6024 26262	26065	1441.152	-1	-1	-1	-1
6025 26063	26065	200.211	-1	-1	-1	-1
6026 26057	26063	717.023	27763	1	-1	-1
6032 26003	26063	539.439	27762	1	-1	-1
9069 26070	26062	27.15	-1	-1	19969	1
12384 14720	14669	512.232	-1	-1	-1	-1
12426 14688	14669	147.547	-1	-1	-1	-1
6665 18688	18569	431.421	-1	-1	12706	1
4834 14673	14660	173.963	28430	1	28425	1
11180 14722	14661	301.194	-1	-1	30344	2
12937 14814	14662	766.966	-1	-1	-1	-1
12938 14782	14662	511.47	-1	-1	-1	-1
5306 14567	14664	850.684	5477	1	5514	1
7903 18530	18566	760.344	26189	1	-1	-1
7905 18487	18566	393.923	26190	1	-1	-1
15020 18614	18565	419.379	-1	-1	21608	1
4696 14691	14667	109.614	-1	-1	28360	1
12767 15174	15139	188.234	19205	1	19140	1
5266 15110	15138	194.254	15270	1	-1	-1
5268 15090	15138	191.306	15269	1	-1	-1
8606 23641	23501	1008.108	-1	-1	-1	-1
8631 23468	23501	331.047	19425	1	-1	-1
5277 15126	15133	117.317	15316	1	15307	1
5295 15096	15132	431.964	5495	1	-1	-1
5304 14874	15132	1344.887	5460	1	-1	-1
5218 15128	15130	17.036	30469	2	5538	1
7650 14944	15134	1198.756	22855	1	-1	-1
7652 15120	15134	778.712	-1	-1	-1	-1
21275 4758	4761	26.769	1813	1	1818	1
22195 4632	4760	1423.324	-1	-1	6211	1
20706 4704	4762	1253.768	28791	1	-1	-1
20763 4605	4762	1455.805	-1	-1	-1	-1
22116 4680	4765	971.12	6188	1	-1	-1
22118 4713	4765	851.337	6149	1	-1	-1
17119 4739	4766	342.592	10805	1	-1	-1
17121 4743	4766	238.223	10804	1	-1	-1
21571 4771	4769	3164.093	-1	-1	8236	1
20757 4779	4768	144.77	-1	-1	22109	1
8135 19684	19748	387.665	-1	-1	30781	2
6566 19861	19743	446.293	-1	-1	-1	-1
6567 19769	19743	592.383	12719	1	-1	-1
6608 19762	19745	637.159	-1	-1	17954	1
6563 19929	19746	1319.672	-1	-1	-1	-1
6564 19752	19746	699.909	-1	-1	-1	-1
8134 19748	19747	7.625	30781	2	17879	1
16401 10275	10354	580.394	-1	-1	-1	-1
18060 10316	10354	137.837	618	1	-1	-1
16049 10516	10355	1273.572	-1	-1	-1	-1
16052 10291	10355	683.808	-1	-1	-1	-1
19591 10306	10356	183.083	-1	-1	13708	1
19016 10455	10357	510.374	-1	-1	10144	1
19748 10346	10350	24.15	29763	2	27089	1
16404 10487	10351	705.634	9345	1	-1	-1
16406 10329	10351	486.075	9344	1	-1	-1
11509 10145	10352	1182.253	28289	1	28293	1
19665 10347	10353	70.28	635	1	13655	1
16060 10562	10358	1334.577	-1	-1	15028	1
20927 6192	6258	621.58	-1	-1	29301	1
17009 6239	6253	326.294	-1	-1	7662	1
21675 6240	6252	94.268	6204	1	6206	1
20919 6203	6251	1533.739	-1	-1	30163	2
17570 6340	6257	633.845	13101	1	-1	-1
17572 6180	6257	1021.248	-1	-1	-1	-1
21755 6178	6256	518.741	6115	1	6114	1
16632 8474	8547	383.622	8593	1	8595	1
20636 5251	5248	197.998	8848	1	8847	1
12266 14317	14301	170.87	-1	-1	-1	-1
12273 14355	14301	223.125	-1	-1	-1	-1
10676 14289	14300	213.289	-1	-1	5547	1
10675 14300	14307	27.485	5547	1	5591	1
18438 14492	14306	670.93	22867	1	14851	1
12253 14308	14305	78.908	-1	-1	-1	-1
12254 14287	14305	89.304	-1	-1	-1	-1
5090 14319	14304	100.498	-1	-1	-1	-1
5104 14324	14304	112.439	-1	-1	-1	-1
12720 14578	14309	1550.404	-1	-1	-1	-1
12731 14404	14309	2647.438	-1	-1	-1	-1
19002 10239	10226	130.625	-1	-1	-1	-1
19003 10223	10226	149.054	-1	-1	-1	-1
18348 12469	12482	56.541	-1	-1	4065	1
6776 17857	17969	1130.731	12713	1	12691	1
5513 17983	17966	158.975	30158	2	25874	1
7265 17991	17965	95.82	20316	1	31703	2
13238 17971	17963	172.059	4688	1	-1	-1
15435 18017	17963	245.324	4691	1	-1	-1
13240 18141	17960	715.889	4745	1	-1	-1
14927 17931	17960	2319.261	-1	-1	-1	-1
7864 17975	17961	181.552	26233	1	-1	-1
9631 17986	17961	95.84	26232	1	-1	-1
22646 12529	12483	1106.25	10074	1	10076	1
5470 17132	17173	1537.502	-1	-1	25929	1
11705 12470	12468	4.315	1871	1	777	1
18349 12460	12469	148.53	-1	-1	-1	-1
18512 12395	12469	248.522	4001	1	-1	-1
10600 12503	12464	156.192	-1	-1	30775	2
10374 12475	12465	155.415	8351	1	8353	1
11266 12444	12466	1659.334	-1	-1	4009	1
11681 12580	12467	1152.283	17452	1	17405	1
18350 12473	12460	157.832	4077	1	-1	-1
18474 12450	12460	91.769	4078	1	-1	-1
11979 12559	12461	506.136	11492	1	11489	1
10876 12495	12462	120.263	-1	-1	-1	-1
11265 12466	12462	47.007	4009	1	-1	-1
10373 12465	12463	22.755	8353	1	1865	1
17655 7770	7777	27.983	7261	1	-1	-1
17662 7767	7777	230.779	7278	1	-1	-1
17967 7691	7776	599.818	-1	-1	4567	1
22396 7686	7773	463.193	-1	-1	-1	-1
22397 7722	7773	674.425	-1	-1	-1	-1
20087 7672	7772	1119.212	-1	-1	-1	-1
22470 7696	7771	771.732	-1	-1	23335	1
17656 7744	7770	170.421	7260	1	7261	1
21816 7749	7778	203.931	-1	-1	-1	-1
7138 19265	19262	6.904	20344	1	20367	1
7137 19262	19261	1.803	20367	1	20329	1
9515 19197	19260	273.014	26911	1	26918	1
9577 19275	19267	698.71	-1	-1	-1	-1
9578 19156	19267	569.053	-1	-1	-1	-1
7139 19272	19265	323.293	-1	-1	20344	1
13206 17138	17178	1696.483	-1	-1	19531	1
10323 15016	15060	702.968	28429	1	1873	1
18227 11453	11477	163.31	28294	1	28292	1
18577 11494	11475	288.863	-1	-1	-1	-1
18586 11521	11475	361.003	12258	1	-1	-1
18081 11493	11472	906.661	-1	-1	220	1
4960 11447	11473	629.449	-1	-1	-1	-1
10491 11487	11473	73.12	1321	1	-1	-1
11291 11478	11470	134.247	-1	-1	-1	-1
11304 10886	11470	2588.851	18836	1	-1	-1
19392 11710	11471	1357.92	-1	-1	-1	-1
19393 11483	11471	137.433	-1	-1	-1	-1
11292 11509	11478	176.084	12243	1	-1	-1
11297 11466	11478	346.388	-1	-1	-1	-1
22858 11538	11479	282.05	-1	-1	-1	-1
22861 11830	11479	2096.869	-1	-1	-1	-1
9804 17147	17148	13.401	31001	2	19847	1
14984 17151	17149	69.562	26309	1	26311	1
9818 17142	17145	145.317	-1	-1	19904	1
5430 17156	17146	137.71	488	1	25915	1
9805 17128	17147	218.63	31002	2	31001	2
10013 17164	17140	245.378	-1	-1	17282	1
16449 9551	9548	57.682	22534	1	22494	1
23139 9554	9549	56.05	3814	1	-1	-1
23141 9522	9549	1393.827	-1	-1	-1	-1
8717 22917	22944	96.151	-1	-1	18612	1
9450 21363	21368	21.136	29975	2	7205	1
13930 26654	26645	66.927	4351	1	-1	-1
13932 26660	26645	173.697	-1	-1	-1	-1
8736 22929	23039	433.472	-1	-1	-1	-1
8737 22877	23039	704.952	-1	-1	-1	-1
13589 23040	23036	27.742	-1	-1	-1	-1
13606 23035	23036	331.794	-1	-1	-1	-1
13607 23139	23035	543.912	-1	-1	-1	-1
13608 23042	23035	516.188	-1	-1	-1	-1
9370 22993	23034	197.631	-1	-1	-1	-1
9371 22946	23034	1274.565	-1	-1	-1	-1
13613 23088	23033	328.124	-1	-1	-1	-1
13618 23153	23033	469.069	-1	-1	-1	-1
8390 22524	22348	505.669	10048	1	-1	-1
8392 22339	22348	617.662	-1	-1	-1	-1
8440 22355	22347	643.768	-1	-1	18729	1
8379 22245	22344	390.124	-1	-1	-1	-1
8380 22385	22344	763.793	7245	1	-1	-1
13346 22171	22345	476.304	-1	-1	-1	-1
